ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3752,FORD,2,14,South West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.649547322
3049,VOLKSWAGEN,1,5,North West,2,1395,2016,1280,125,0.139,0.041,0.001,0.037,0.350875983
3290,VOLKSWAGEN,1,14,North West,1,1395,2016,1247,122,0.158,0.034,,0.028,0.938655198
52,BMW,1,4,South West,1,2979,2002,1660,229,0.269,0.009,,0.048,0.502035029
2355,VOLKSWAGEN,2,96,South West,4,1598,2016,1604,111,0.147,0.045,,,0.381638874
1166,FORD,1,14,South West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.588626702
324,TOYOTA,1,14,South West,1,1794,2002,1380,176,0.54,0.02,,0.04,0.340887345
2796,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.905836102
3219,VAUXHALL,2,14,North West,1,1598,2016,1350,97,0.243,0.029,,,0.122012695
2173,VAUXHALL,1,14,South West,5,1398,2016,1199,137,0.645,0.008,,0.044,0.472745204
3143,BMW,2,6,North West,1,1995,2016,1625,128,0.103,0.018,,,0.734248319
2578,BMW,2,2,London,5,1995,2016,1495,108,0.157,0.034,,,0.237948552
2203,VOLKSWAGEN,2,96,South West,5,1968,2016,1457,122,0.168,0.043,,,0.772318991
705,TOYOTA,1,96,London,4,1998,2002,1645,213,0.97,0.09,,0.11,0.146259188
34,VOLKSWAGEN,2,14,North West,1,1896,2002,1353,138,0.073,0.33,0.025,,0.366250315
2530,VOLKSWAGEN,1,14,London,2,1197,2016,1107,107,0.157,0.039,,0.022,0.537520239
46,VOLKSWAGEN,1,6,North West,1,1984,2002,1513,209,0.337,0.016,,0.023,0.560551713
3431,VAUXHALL,2,14,North West,2,1598,2016,1613,104,0.056,0.054,,,0.898934958
68,VOLKSWAGEN,2,6,North West,1,1896,2002,1577,159,0.181,0.313,0.04,,0.097023702
759,VOLKSWAGEN,2,14,South West,1,1896,2002,1397,146,0.081,0.376,0.029,,0.92164832
2928,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,109,0.1,0.07,,,0.573531511
138,VOLKSWAGEN,2,14,South West,2,1896,2002,1396,146,0.081,0.376,0.029,,0.598048605
1038,VAUXHALL,2,14,North West,1,1686,2002,1505,127,0.13,0.374,0.023,,0.903085208
2975,VOLKSWAGEN,1,5,South West,5,1395,2016,1280,125,0.139,0.041,0.001,0.037,0.554868352
629,BMW,2,2,North West,1,2926,2002,1610,213,0.114,0.464,0.03,,0.293980307
3613,FORD,1,96,South West,5,1596,2016,1431,149,0.342,0.051,,0.056,0.92514923
2677,TOYOTA,1,14,London,2,998,2016,960,97,0.453,0.013,,0.032,0.702370368
1700,FORD,2,14,North West,1,1997,2016,1642,107,0.183,0.046,,,0.508242545
2345,VAUXHALL,1,14,London,5,1364,2016,1394,145,0.593,0.011,,0.03,0.842917348
2855,FORD,1,14,North West,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.52491053
1395,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.795644298
389,FORD,1,13,South West,1,1299,2002,965,154,0.395,0.103,,0.061,0.955903123
3227,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.40773852
1766,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.197152168
1741,VAUXHALL,2,14,North West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.694222651
2340,FORD,2,14,London,1,1997,2016,1681,122,0.215,0.057,,,0.795135828
1479,VOLKSWAGEN,2,6,South West,5,1968,2016,1541,119,0.079,0.062,,,0.01147031
3641,VAUXHALL,1,13,South West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.780588468
2266,VAUXHALL,1,13,South West,1,1364,2016,1199,122,0.276,0.013,,0.019,0.647165853
2378,VOLKSWAGEN,1,13,London,2,1197,2016,1316,125,0.2,0.02,,0.025,0.354861707
1461,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.461892856
3308,BMW,2,6,South West,5,1995,2016,1605,124,0.219,0.026,,,0.405800172
351,VOLKSWAGEN,2,6,North West,2,1896,2002,1572,151,0.137,0.42,0.03,,0.401311058
427,VOLKSWAGEN,2,14,North West,2,1896,2002,0,146,0.177,0.363,0.024,,0.176000535
721,TOYOTA,2,6,South West,1,4164,2002,0,340,,,,,0.144527341
1050,FORD,2,96,North West,1,1896,2002,1736,173,0.463,0.387,0.035,,0.577265188
601,VAUXHALL,1,14,North West,2,1598,2002,1690,185,0.318,0.041,,0.044,0.056964057
36,VOLKSWAGEN,1,2,South West,1,1984,2002,1460,202,0.337,0.016,,0.023,0.900324423
3483,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.401416128
3774,FORD,2,96,South West,1,1997,2016,1806,134,0.305,0.054,,,0.752594815
514,BMW,1,5,London,2,2979,2002,1540,230,0.447,0.013,,0.062,0.780733688
156,VOLKSWAGEN,1,14,North West,2,1198,2002,1153,142,0.68,0.042,,0.03,0.396660724
1525,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.025397999
556,BMW,1,6,South West,1,2979,2002,2095,310,0.582,0.015,,0.065,0.311651102
3323,FORD,1,14,London,2,1999,2016,1497,159,0.729,0.021,0.001,0.059,0.685526799
2319,VOLKSWAGEN,2,6,North West,1,2967,2016,2185,174,0.138,0.039,,,0.582957514
592,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.416887892
2939,FORD,1,14,North West,1,999,2016,1333,108,0.447,0.03,0.002,0.076,0.464369931
976,VOLKSWAGEN,1,14,London,2,1598,2002,1304,168,0.504,0.047,,0.083,0.929153734
2273,BMW,2,4,London,1,1995,2016,1790,124,0.128,0.023,,,0.386805863
251,VOLKSWAGEN,2,14,London,2,1896,2002,1379,138,0.073,0.33,0.025,,0.43967551
3359,VOLKSWAGEN,2,14,South West,5,1598,2016,1339,104,0.094,0.037,,,0.340863679
3435,VOLKSWAGEN,2,6,South West,1,2967,2016,2185,174,0.138,0.039,,,0.115886372
159,TOYOTA,1,14,London,2,1299,2002,0,160,0.7,,,,0.489412986
2598,BMW,2,6,London,1,1995,2016,1820,139,0.144,0.035,,,0.718560193
2018,BMW,2,2,London,1,1995,2016,1705,119,0.144,0.031,,,0.979293181
3276,FORD,1,14,North West,5,998,2016,1168,114,0.206,0.034,,0.05,0.522600975
3760,BMW,2,6,London,2,2993,2016,2185,159,0.161,0.057,,,0.301857018
2215,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.61046493
1211,FORD,1,14,London,2,1388,2002,1097,153,0.562,0.026,,0.08,0.536448289
135,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.632863327
3218,BMW,2,2,North West,2,1995,2016,1705,119,0.144,0.031,,,0.569052944
3043,VAUXHALL,1,6,North West,5,1399,2016,1322,130,0.644,0.017,0.002,0.057,0.771073791
3178,BMW,2,6,North West,1,1995,2016,1820,136,0.144,0.035,,,0.947643097
3706,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.807914523
2601,BMW,1,2,London,1,2979,2016,1635,194,0.139,0.035,,0.035,0.810846801
947,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.619992081
3710,VAUXHALL,2,14,South West,1,1598,2016,1449,106,0.081,0.042,0.003,,0.129095228
2494,VAUXHALL,1,14,London,1,1398,2016,1163,120,0.463,0.01,,0.031,0.912767492
2432,VAUXHALL,1,14,London,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.11701524
2423,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.651781943
480,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.147194171
1933,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.083968059
1148,VAUXHALL,1,14,South West,2,1389,2002,1570,192,0.287,0.057,,0.065,0.430776196
1427,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.350798005
2724,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.580241144
434,TOYOTA,1,3,London,2,1300,2002,1060,160,0.7,0.05,,0.12,0.131983257
1230,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.425470256
122,FORD,2,14,London,1,1998,2002,1506,156,0.09,0.405,0.048,,0.943484021
3724,VOLKSWAGEN,2,14,South West,5,1968,2016,1429,127,0.067,0.07,,,0.231790295
307,TOYOTA,1,13,North West,1,1398,2002,1270,159,0.47,0.02,,0.07,0.382118742
7,VAUXHALL,1,6,London,1,1796,2002,1770,192,0.627,0.008,,0.035,0.724602924
1524,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.850205495
3270,FORD,2,14,North West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.792646388
2051,VAUXHALL,1,13,London,1,1229,2016,1086,125,0.474,0.013,,0.038,0.687650208
699,VOLKSWAGEN,1,13,London,2,1781,2002,1330,190,0.667,0.03,,0.054,0.200864651
3291,VOLKSWAGEN,1,14,London,2,999,2016,1055,108,0.535,0.012,,0.039,0.897589702
1494,FORD,1,14,South West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.772322911
685,BMW,1,2,South West,1,1995,2002,1395,175,0.852,0.05,,0.102,0.005157884
2213,VOLKSWAGEN,2,96,South West,5,1598,2016,1604,111,0.147,0.045,,,0.097084026
3235,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.969873872
3516,FORD,1,13,South West,2,1242,2016,989,115,0.362,0.024,,0.043,0.876758732
3656,VAUXHALL,1,96,South West,5,1364,2016,1613,158,0.65,0.018,,0.03,0.231717628
2112,FORD,1,14,North West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.002373137
3680,BMW,2,6,London,1,2993,2016,1905,156,0.321,0.047,,,0.669563421
3400,VAUXHALL,2,14,North West,2,1598,2016,1449,114,0.163,0.048,,,0.077492756
219,BMW,2,3,London,1,1995,2002,1505,185,0.203,,,,0.391546493
3535,VOLKSWAGEN,2,14,South West,1,1968,2016,1429,127,0.067,0.07,,,0.24236907
1918,BMW,2,2,London,1,1995,2016,1525,116,0.128,0.023,,,0.850249117
2090,VAUXHALL,1,14,South West,1,1399,2016,1234,128,0.507,0.012,,0.021,0.706397942
3259,VAUXHALL,2,14,North West,5,1598,2016,1462,134,0.058,0.054,,,0.133256065
2408,FORD,1,14,London,1,1388,2002,1163,158,0.662,0.052,,0.137,0.68180014
2206,VOLKSWAGEN,2,4,South West,2,1968,2016,1505,112,0.212,0.049,,,0.216773388
1912,TOYOTA,1,14,London,1,1329,2016,1123,114,0.348,0.007,,0.043,0.916428039
1,FORD,1,14,London,1,2495,2002,1467,235,0.174,0.019,,0.059,0.90980349
2817,FORD,1,13,North West,1,998,2016,1175,104,0.33,0.031,0.001,0.06,0.736633986
1045,VAUXHALL,1,13,London,1,1199,2002,1455,154,0.211,0.031,,0.052,0.907063644
3347,BMW,1,6,South West,4,1499,2016,1565,129,0.181,0.017,,0.035,0.399930573
2475,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.078971708
1966,VOLKSWAGEN,2,6,South West,5,1598,2016,1395,102,0.167,0.069,,,0.282254238
3410,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.804477456
546,FORD,1,6,North West,1,1796,2002,1238,184,0.895,0.043,,0.091,0.045653089
3304,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.418482176
2360,TOYOTA,8,14,London,1,1497,2016,1176,75,0.196,0.006,,0.043,0.21785631
1129,FORD,1,13,London,1,1299,2002,965,154,0.395,0.103,,0.061,0.309194551
328,VAUXHALL,1,6,North West,1,1598,2002,1750,201,0.357,0.029,,0.044,0.107242039
2342,VAUXHALL,1,14,London,5,1398,2016,1199,137,0.645,0.008,,0.044,0.844387074
2385,VOLKSWAGEN,1,13,London,2,999,2016,1055,106,0.407,0.016,,0.034,0.383117256
701,VOLKSWAGEN,2,6,North West,1,1896,2002,1848,176,0.463,0.387,0.035,,0.636380847
3249,BMW,2,14,South West,5,1995,2016,1425,104,0.248,0.028,,,0.127316781
1459,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.288322248
306,FORD,1,14,London,2,1388,2002,1097,153,0.562,0.026,,0.08,0.129428788
107,VOLKSWAGEN,1,13,North West,1,1390,2002,1154,154,0.165,0.047,,0.075,0.037842114
32,VOLKSWAGEN,1,13,South West,1,1390,2002,1003,149,0.294,0.03,,0.067,0.51559435
2867,VOLKSWAGEN,1,6,North West,1,1984,2016,1574,162,0.609,0.047,,0.06,0.408541644
3797,FORD,2,14,North West,5,1499,2016,1553,94,0.407,0.07,,,0.947608653
1295,BMW,1,6,South West,1,2979,2002,1610,235,0.447,0.013,,0.062,0.239167695
3769,BMW,2,6,London,1,2993,2016,2145,158,0.186,0.057,,,0.414012473
1884,VAUXHALL,2,14,South West,5,1598,2016,1335,91,0.268,0.047,,,0.573629423
1651,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.17429293
3425,FORD,2,14,London,5,1499,2016,1399,98,0.354,0.074,,,0.096040778
3127,VOLKSWAGEN,1,14,North West,2,999,2016,929,105,0.457,0.013,,0.039,0.86068877
1135,TOYOTA,1,6,South West,2,1998,2002,1460,211,0.61,0.04,,0.07,0.40359502
2135,VOLKSWAGEN,2,6,North West,1,1968,2016,1541,119,0.079,0.062,,,0.925488653
1830,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.376775044
1832,VAUXHALL,1,13,London,2,1364,2016,1437,142,0.58,0.014,,0.034,0.704782075
1035,VAUXHALL,1,96,South West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.468263757
3236,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.554262489
813,FORD,1,6,London,1,1596,2002,1180,165,0.518,0.059,,0.115,0.44133123
1237,VOLKSWAGEN,2,13,South West,1,1896,2002,1366,140,0.081,0.376,0.029,,0.817018904
1094,TOYOTA,1,14,South West,1,1598,2002,1290,168,0.55,0.03,,0.06,0.504837226
2716,BMW,2,5,South West,1,2993,2016,1760,150,0.341,0.053,,,0.950725316
426,VAUXHALL,2,14,South West,2,1686,2002,1745,130,0.101,0.429,0.031,,0.09691361
1207,VAUXHALL,1,13,South West,4,973,2002,1405,135,0.342,0.048,,0.06,0.217541231
1595,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.174549308
1935,TOYOTA,8,14,London,1,1798,2016,1470,82,0.182,0.005,,0.036,0.809149403
2223,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.117156673
277,VOLKSWAGEN,1,13,North West,1,1781,2002,1327,190,0.667,0.03,,0.054,0.729491598
1504,VOLKSWAGEN,2,96,South West,4,1598,2016,1604,111,0.147,0.045,,,0.95442346
3241,VAUXHALL,2,6,North West,5,1598,2016,1425,119,0.021,0.021,,,0.962376288
2599,BMW,2,5,South West,5,2993,2016,1750,145,0.25,0.058,,,0.265314517
2921,VAUXHALL,2,96,North West,5,1598,2016,1701,109,0.295,0.053,,,0.149083475
3605,BMW,1,4,North West,2,1499,2016,1570,136,0.145,0.012,,0.02,0.322765013
2687,VAUXHALL,1,14,London,2,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.849710077
714,VOLKSWAGEN,1,13,North West,1,1198,2002,1106,142,0.68,0.042,,0.03,0.526212522
2421,VAUXHALL,1,14,London,2,1364,2016,1394,145,0.593,0.011,,0.03,0.780082433
3371,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.494913192
3488,FORD,2,14,South West,2,1560,2016,1392,109,0.189,0.165,,,0.380503602
3281,BMW,1,2,North West,1,1998,2016,1505,134,0.213,0.022,,0.053,0.74821202
1737,VAUXHALL,1,14,North West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.908663104
3108,BMW,1,2,North West,1,1998,2016,1505,138,0.213,0.022,,0.053,0.112106565
290,TOYOTA,1,13,South West,4,1398,2002,1270,159,0.47,0.02,,0.07,0.373498618
1985,BMW,2,6,London,1,2993,2016,2145,158,0.186,0.057,,,0.528199208
2895,FORD,2,14,North West,5,1997,2016,1671,124,0.357,0.043,,,0.101116079
2124,VOLKSWAGEN,2,13,South West,5,1598,2016,1265,89,0.116,0.054,,,0.858220701
913,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.88589707
2664,FORD,1,14,London,5,998,2016,1364,125,0.428,0.037,0.001,0.053,0.453439651
1137,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.531691335
2138,VOLKSWAGEN,2,6,South West,1,1968,2016,1541,119,0.079,0.062,,,0.096215261
3372,VOLKSWAGEN,1,13,South West,5,1984,2016,1495,159,0.609,0.047,,0.06,0.974696303
1724,VOLKSWAGEN,2,6,North West,1,1968,2016,1705,137,0.083,0.036,,,0.153987534
1138,VOLKSWAGEN,2,6,London,1,1896,2002,1803,173,0.463,0.387,0.035,,0.825420471
3251,VOLKSWAGEN,1,13,North West,1,999,2016,929,105,0.457,0.013,,0.039,0.32696518
3737,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.503476662
2197,VOLKSWAGEN,1,13,South West,2,999,2016,929,106,0.406,0.013,,0.037,0.112805581
1004,VOLKSWAGEN,1,2,South West,1,1999,2002,1479,192,0.407,0.044,,0.082,0.414501978
3591,VAUXHALL,1,13,South West,1,1398,2016,1141,120,0.463,0.01,,0.031,0.504480399
2411,FORD,1,14,London,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.524056697
2628,FORD,1,6,London,5,1498,2016,1446,140,0.506,0.027,0.004,0.069,0.09649208
1601,VOLKSWAGEN,1,13,South West,5,1984,2016,1495,159,0.609,0.047,,0.06,0.680286107
1699,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.973075825
2499,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.279341108
3575,VAUXHALL,2,14,South West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.84864137
407,VOLKSWAGEN,1,14,South West,2,1390,2002,1183,156,0.165,0.047,,0.075,0.757677574
2491,TOYOTA,1,13,London,2,998,2016,925,95,0.59,0.008,,0.033,0.933919873
1008,VAUXHALL,1,14,North West,2,1598,2002,1670,171,0.219,0.026,,0.037,0.673930662
598,VOLKSWAGEN,1,14,London,1,1390,2002,1183,156,0.165,0.047,,0.075,0.930253729
777,VOLKSWAGEN,2,6,South West,1,1896,2002,1600,159,0.181,0.313,0.04,,0.268762615
3551,VOLKSWAGEN,2,96,South West,1,1968,2016,1595,116,0.231,0.044,,,0.928346214
3537,VOLKSWAGEN,1,14,South West,2,1395,2016,1247,120,0.158,0.034,,0.028,0.737815504
1410,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.811654897
3317,BMW,1,4,South West,1,2998,2016,1845,167,0.282,0.015,,0.057,0.874423836
3237,VAUXHALL,1,14,North West,2,999,2016,1034,104,0.367,0.004,,0.026,0.044111884
1681,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.469758978
1333,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.879052976
924,VAUXHALL,1,14,South West,1,1598,2002,1660,171,0.695,0.019,,0.054,0.127750721
1372,VOLKSWAGEN,1,13,London,1,1984,2016,1495,159,0.609,0.047,,0.06,0.997822762
3266,VAUXHALL,2,96,North West,5,1956,2016,1733,137,0.186,0.056,,,0.264547663
1705,VOLKSWAGEN,1,13,South West,5,1984,2016,1495,159,0.609,0.047,,0.06,0.803732657
2909,VOLKSWAGEN,1,14,North West,1,999,2016,1055,108,0.535,0.012,,0.039,0.823656378
281,TOYOTA,2,14,North West,1,1995,2002,0,190,,,,,0.489973943
1813,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.720855585
3751,FORD,2,14,South West,4,1997,2016,1773,135,0.217,0.078,,,0.914888028
1658,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.744685066
1777,VAUXHALL,1,14,North West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.261604935
1822,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.359522258
1654,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.868992556
266,TOYOTA,1,96,London,1,1998,2002,1610,202,1.08,0.06,,0.09,0.371634162
509,VAUXHALL,1,13,London,2,973,2002,1430,135,0.342,0.048,,0.06,0.504496131
1185,VOLKSWAGEN,2,2,London,1,1896,2002,1525,154,0.151,0.382,0.023,,0.331366311
848,VOLKSWAGEN,2,3,South West,1,1896,2002,0,146,0.081,,0.029,,0.532475837
3420,VOLKSWAGEN,2,96,South West,1,1968,2016,1474,115,0.1,0.07,,,0.591901064
2103,BMW,1,6,London,5,1998,2016,1615,146,0.476,0.033,,0.048,0.276084887
2912,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.443191804
2077,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.69395684
425,TOYOTA,1,14,North West,2,1299,2002,0,144,0.88,0.04,,0.1,0.662604865
296,FORD,1,13,London,1,1299,2002,1006,171,0.66,0.095,,0.11,0.163063322
1134,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.26308307
3664,FORD,2,14,South West,1,1997,2016,1648,117,0.311,0.073,,,0.27079595
1155,FORD,1,13,South West,2,1299,2002,965,163,0.66,0.037,,0.09,0.815490592
3476,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.784280683
1267,FORD,1,14,North West,1,1388,2002,1163,158,0.662,0.052,,0.137,0.653012304
1523,FORD,1,14,London,5,999,2016,1329,105,0.436,0.03,0.001,0.065,0.096574287
1150,VOLKSWAGEN,2,2,South West,1,1896,2002,1423,146,0.081,0.376,0.029,,0.201272219
1060,VAUXHALL,1,96,London,4,1796,2002,1980,207,0.627,0.008,,0.035,0.546655518
1814,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.974244585
2035,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.421289795
2085,VAUXHALL,1,13,South West,1,1998,2016,1550,184,0.534,0.024,,0.024,0.232011621
3578,VOLKSWAGEN,1,14,South West,1,1395,2016,1247,120,0.158,0.034,,0.028,0.268938206
541,VOLKSWAGEN,2,6,London,1,1896,2002,1627,194,0.131,0.412,0.032,,0.217335772
3154,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,101,0.167,0.069,,,0.905097242
463,BMW,1,4,South West,1,1995,2002,1540,187,0.852,0.05,,0.102,0.04726768
3222,FORD,2,96,North West,5,1499,2016,1596,119,0.338,0.07,,,0.347951724
877,FORD,1,3,London,1,1596,2002,0,165,0.518,,,,0.853724274
826,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.337318186
2050,FORD,2,14,South West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.037636523
1589,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.615449922
3124,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.319988221
3679,FORD,1,13,South West,2,1242,2016,989,115,0.362,0.024,,0.043,0.012466808
3550,VOLKSWAGEN,1,14,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.919710483
2974,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.599381457
3673,BMW,2,5,South West,5,1995,2016,1615,106,0.128,0.023,,,0.45662896
2509,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.937338876
2354,BMW,2,6,London,1,1995,2016,1820,139,0.144,0.035,,,0.422590427
2805,BMW,2,2,North West,5,1995,2016,1705,109,0.144,0.031,,,0.877095666
59,BMW,1,2,South West,1,2171,2002,1465,213,0.765,0.015,,0.097,0.14357755
1790,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.547190556
669,VAUXHALL,1,13,North West,1,1199,2002,1455,149,0.253,0.029,,0.054,0.578755014
2541,BMW,2,5,South West,5,1995,2016,1615,114,0.128,0.023,,,0.782617992
1486,VOLKSWAGEN,2,14,North West,1,1968,2016,1395,114,0.133,0.067,,,0.584435241
1144,VOLKSWAGEN,2,14,South West,1,1896,2002,1354,138,0.073,0.33,0.025,,0.951786649
2286,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.896446129
1757,VOLKSWAGEN,2,6,North West,1,1968,2016,1568,125,0.222,0.051,,,0.408203656
2862,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.636388175
776,VAUXHALL,1,13,South West,1,1199,2002,1430,154,0.211,0.031,,0.052,0.272543941
2276,VOLKSWAGEN,1,14,South West,2,1395,2016,1271,116,0.154,0.029,,0.044,0.187783131
3736,VAUXHALL,2,96,South West,1,1598,2016,1701,109,0.295,0.053,,,0.71214055
1058,VAUXHALL,2,96,North West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.32040243
2992,FORD,1,96,North West,5,1596,2016,1364,149,0.3,0.024,,0.056,0.789570242
2595,VOLKSWAGEN,1,14,London,5,1395,2016,1280,112,0.252,0.04,,0.055,0.168198861
220,FORD,1,6,South West,1,1999,2002,1435,194,0.284,0.08,,0.056,0.101189341
1483,BMW,1,2,South West,5,1499,2016,1500,122,0.181,0.017,,0.035,0.13054742
659,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.977393507
185,VAUXHALL,1,13,London,2,1199,2002,1455,154,0.211,0.031,,0.052,0.364162694
2333,BMW,1,14,South West,5,1499,2016,1380,123,0.164,0.016,,0.041,0.283264659
1545,VAUXHALL,1,14,North West,2,999,2016,1263,102,0.328,0.026,0.002,0.028,0.650465298
47,VOLKSWAGEN,1,14,London,4,1598,2002,1275,166,,0.043,,0.056,0.867100345
1409,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.563020652
3162,VOLKSWAGEN,2,6,North West,2,1968,2016,1705,137,0.083,0.036,,,0.660351033
1169,VAUXHALL,1,14,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.479003521
2040,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.679152827
694,VAUXHALL,1,96,South West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.10509575
961,TOYOTA,1,3,South West,2,1300,2002,1000,160,0.7,0.05,,0.12,0.145723362
1205,FORD,1,14,South West,1,1999,2002,1396,192,0.284,0.08,,0.056,0.746842323
120,FORD,1,14,South West,1,1388,2002,1097,158,0.562,0.026,,0.08,0.88515036
2731,FORD,1,14,North West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.545191126
1528,FORD,2,14,South West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.66904581
3035,FORD,2,6,South West,5,1997,2016,1532,115,0.145,0.052,,,0.839242399
3688,FORD,1,13,South West,2,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.170807862
3004,FORD,1,14,North West,2,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.369486781
852,VOLKSWAGEN,1,3,London,1,1390,2002,0,161,0.121,,,,0.968035425
